fecha ;PM10;PM2,5
19/02/2024 23:59;16.48;9.2
20/02/2024 0:59;12.88;7.75
20/02/2024 1:59;13.94;8.52
20/02/2024 2:59;17.41;9.58
20/02/2024 3:59;21.11;10.42
20/02/2024 4:59;37.42;15.09
20/02/2024 5:59;44.38;18.34
20/02/2024 6:59;60.71;26.93
20/02/2024 7:59;41.02;22.59
20/02/2024 8:59;23.39;14.59
20/02/2024 9:59;27.17;14.19
20/02/2024 10:59;21.61;11.27
20/02/2024 11:59;13.13;6.68
20/02/2024 12:59;12.33;6.08
20/02/2024 13:59;11.81;5.85
20/02/2024 14:59;8.18;4.43
20/02/2024 15:59;7.87;4.06
20/02/2024 16:59;7.37;3.37
20/02/2024 17:59;10.66;4.46
20/02/2024 18:59;8.54;4.62
20/02/2024 19:59;8.89;4.68
20/02/2024 20:59;11.11;5.12
20/02/2024 21:59;8.98;4.52
20/02/2024 22:59;8.12;4.13
20/02/2024 23:59;17.16;7.0
21/02/2024 0:59;16.63;7.24
21/02/2024 1:59;15.62;7.18
21/02/2024 2:59;16.07;7.59
21/02/2024 3:59;18.28;7.86
21/02/2024 4:59;46.71;14.78
21/02/2024 5:59;68.01;22.88
21/02/2024 6:59;81.76;26.77
21/02/2024 7:59;59.96;22.37
21/02/2024 8:59;47.77;21.3
21/02/2024 9:59;21.91;9.98
21/02/2024 10:59;7.2;3.83
21/02/2024 11:59;8.9;4.53
21/02/2024 12:59;7.84;4.64
21/02/2024 13:59;8.72;5.16
21/02/2024 14:59;8.74;4.93
21/02/2024 15:59;8.86;5.14
21/02/2024 16:59;8.88;5.29
21/02/2024 17:59;11.94;6.2
21/02/2024 18:59;13.19;7.48
21/02/2024 19:59;14.19;6.74
21/02/2024 20:59;12.13;6.03
21/02/2024 21:59;20.33;7.93
21/02/2024 22:59;40.18;12.23
21/02/2024 23:59;22.88;8.6
22/02/2024 0:59;18.52;9.01
22/02/2024 1:59;31.88;14.61
22/02/2024 2:59;26.09;12.79
22/02/2024 3:59;26.47;11.41
22/02/2024 4:59;43.56;15.82
22/02/2024 5:59;72.0;25.36
22/02/2024 6:59;72.09;29.13
22/02/2024 7:59;57.34;26.2
22/02/2024 8:59;42.38;19.98
22/02/2024 9:59;17.13;7.61
22/02/2024 10:59;5.04;1.34
22/02/2024 11:59;3.76;1.47
22/02/2024 12:59;4.29;1.63
22/02/2024 13:59;4.55;1.78
22/02/2024 14:59;5.47;2.27
22/02/2024 15:59;5.04;2.27
22/02/2024 16:59;5.85;2.47
22/02/2024 17:59;5.24;2.2
22/02/2024 18:59;13.15;4.12
22/02/2024 19:59;14.01;4.38
22/02/2024 20:59;8.42;3.48
22/02/2024 21:59;9.63;3.69
22/02/2024 22:59;9.31;3.94
22/02/2024 23:59;8.38;4.02
23/02/2024 0:59;8.04;4.04
23/02/2024 1:59;8.28;4.03
23/02/2024 2:59;7.39;4.19
23/02/2024 3:59;7.8;4.62
23/02/2024 4:59;16.25;6.8
23/02/2024 5:59;31.29;10.55
23/02/2024 6:59;67.51;20.55
23/02/2024 7:59;49.41;18.18
23/02/2024 8:59;27.01;11.19
23/02/2024 9:59;15.7;6.58
23/02/2024 10:59;11.44;4.31
23/02/2024 11:59;9.95;3.88
23/02/2024 12:59;11.57;4.44
23/02/2024 13:59;14.31;5.71
23/02/2024 14:59;11.62;5.6
23/02/2024 15:59;11.47;5.7
23/02/2024 16:59;12.95;6.44
23/02/2024 17:59;15.54;7.27
23/02/2024 18:59;21.76;9.48
23/02/2024 19:59;24.65;9.77
23/02/2024 20:59;19.24;8.57
23/02/2024 21:59;25.54;10.16
23/02/2024 22:59;21.54;9.95
23/02/2024 23:59;30.47;14.2
24/02/2024 0:59;31.47;13.76
24/02/2024 1:59;30.41;13.97
24/02/2024 2:59;28.71;13.09
24/02/2024 3:59;29.28;13.07
24/02/2024 4:59;27.24;14.0
24/02/2024 5:59;29.42;16.59
24/02/2024 6:59;56.09;20.28
24/02/2024 7:59;42.53;19.72
24/02/2024 8:59;31.02;15.71
24/02/2024 9:59;20.07;10.69
24/02/2024 10:59;17.34;9.6
24/02/2024 11:59;15.88;8.7
24/02/2024 12:59;12.74;6.84
24/02/2024 13:59;15.9;8.84
24/02/2024 14:59;16.46;9.95
24/02/2024 15:59;15.07;10.36
24/02/2024 16:59;14.74;9.02
24/02/2024 17:59;17.59;9.98
24/02/2024 18:59;15.93;10.96
24/02/2024 19:59;19.44;14.35
24/02/2024 20:59;17.62;11.64
24/02/2024 21:59;18.88;12.7
24/02/2024 22:59;17.01;11.83
24/02/2024 23:59;18.1;12.02
25/02/2024 0:59;18.33;11.43
25/02/2024 1:59;20.31;13.68
25/02/2024 2:59;26.63;19.72
25/02/2024 3:59;28.09;23.47
25/02/2024 4:59;26.36;21.08
25/02/2024 5:59;27.82;21.89
25/02/2024 6:59;38.72;26.83
25/02/2024 7:59;36.5;27.37
25/02/2024 8:59;23.77;18.0
25/02/2024 9:59;14.16;10.02
25/02/2024 10:59;9.08;6.34
25/02/2024 11:59;9.07;6.66
25/02/2024 12:59;11.05;7.54
25/02/2024 13:59;11.6;7.87
25/02/2024 14:59;12.81;8.47
25/02/2024 15:59;14.83;9.37
25/02/2024 16:59;13.22;9.74
25/02/2024 17:59;12.22;9.97
25/02/2024 18:59;15.21;9.34
25/02/2024 19:59;18.11;11.49
25/02/2024 20:59;17.07;11.31
25/02/2024 21:59;22.82;14.47
25/02/2024 22:59;21.58;13.78
25/02/2024 23:59;17.56;12.77
26/02/2024 0:59;15.05;11.18
26/02/2024 1:59;15.4;12.19
26/02/2024 2:59;18.31;13.26
26/02/2024 3:59;22.18;16.09
26/02/2024 4:59;25.62;16.87
26/02/2024 5:59;39.14;21.22
26/02/2024 6:59;39.02;21.61
26/02/2024 7:59;36.9;24.68
26/02/2024 8:59;25.29;15.57
26/02/2024 9:59;18.99;12.14
26/02/2024 10:59;15.15;9.5
26/02/2024 11:59;14.52;9.45
26/02/2024 12:59;14.56;9.21
26/02/2024 13:59;15.4;9.52
26/02/2024 14:59;14.15;9.04
26/02/2024 15:59;13.46;9.03
26/02/2024 16:59;13.61;8.77
26/02/2024 17:59;19.27;10.18
26/02/2024 18:59;22.13;12.56
26/02/2024 19:59;24.47;13.36
26/02/2024 20:59;22.98;14.43
26/02/2024 21:59;26.47;16.35
26/02/2024 22:59;25.07;17.71
26/02/2024 23:59;23.87;17.94
27/02/2024 0:59;23.58;17.22
27/02/2024 1:59;20.6;14.62
27/02/2024 2:59;19.8;13.65
27/02/2024 3:59;24.68;15.64
27/02/2024 4:59;24.79;14.92
27/02/2024 5:59;30.22;17.05
27/02/2024 6:59;52.55;21.99
27/02/2024 7:59;34.47;18.14
27/02/2024 8:59;32.66;16.73
27/02/2024 9:59;23.59;14.17
27/02/2024 10:59;19.78;12.58
27/02/2024 11:59;20.19;12.1
27/02/2024 12:59;17.71;11.31
27/02/2024 13:59;19.39;11.72
27/02/2024 14:59;22.19;15.05
27/02/2024 15:59;15.27;12.05
27/02/2024 16:59;21.53;16.75
27/02/2024 17:59;20.85;15.46
27/02/2024 18:59;16.45;13.64
27/02/2024 19:59;16.28;13.25
27/02/2024 20:59;20.38;14.58
27/02/2024 21:59;30.85;19.8
27/02/2024 22:59;26.62;18.49
27/02/2024 23:59;25.48;18.99
28/02/2024 0:59;27.73;21.16
28/02/2024 1:59;29.06;21.0
28/02/2024 2:59;30.23;21.32
28/02/2024 3:59;22.57;16.5
28/02/2024 4:59;21.64;12.44
28/02/2024 5:59;31.06;15.39
28/02/2024 6:59;23.69;11.65
28/02/2024 7:59;17.42;9.76
28/02/2024 8:59;15.71;9.23
28/02/2024 9:59;12.01;7.3
28/02/2024 10:59;10.49;6.62
28/02/2024 11:59;12.1;8.41
28/02/2024 12:59;14.16;9.76
28/02/2024 13:59;14.1;9.12
28/02/2024 15:59;16.54;11.78
28/02/2024 16:59;20.57;14.03
28/02/2024 17:59;30.05;17.06
28/02/2024 18:59;20.45;13.02
28/02/2024 19:59;22.59;13.44
28/02/2024 20:59;26.69;15.86
28/02/2024 21:59;26.15;16.21
28/02/2024 22:59;25.49;16.09
